,Year,Status,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Measles , BMI ,Total expenditure, HIV/AIDS, thinness  1-19 years,Income composition of resources,Immunization Coverage,Schooling
2592,2008,Developing,74.2,111.0,0,1.72,0.0,27,56.4,6.85,0.1,2.4,0.7140000000000001,High Polio & High Diphtheria,12.2
2593,2007,Developing,73.5,12.0,0,1.75,0.0,1,55.9,6.9,0.1,2.4,0.7090000000000001,High Polio & High Diphtheria,12.2
2594,2006,Developing,73.7,122.0,0,1.74,0.0,3,55.4,7.61,0.1,2.5,0.703,High Polio & High Diphtheria,12.1
2595,2005,Developing,73.6,12.0,0,1.75,0.0,5,54.9,7.95,0.1,2.5,0.0,High Polio & High Diphtheria,11.9
2596,2004,Developing,73.5,12.0,0,2.07,0.0,9,54.5,8.64,0.1,2.6,0.0,High Polio & High Diphtheria,11.9
2597,2003,Developing,73.2,126.0,0,2.4,0.0,18,54.1,9.17,0.1,2.7,0.0,High Polio & High Diphtheria,11.9
2598,2002,Developing,72.8,128.0,0,2.53,0.0,19,53.6,9.1,0.1,2.7,0.0,High Polio & High Diphtheria,11.9
2599,2001,Developing,73.1,126.0,0,3.27,0.0,27,53.2,8.18,0.1,2.8,0.0,High Polio & High Diphtheria,11.8
2600,2000,Developing,72.6,125.0,0,2.86,0.0,36,52.7,8.52,0.1,2.8,0.0,High Polio & High Diphtheria,11.7
2602,2014,Developing,68.0,155.0,2,0.01,28.14578503,47,17.0,1.48,0.1,1.9,0.612,High Polio & High Diphtheria,12.5
2603,2013,Developing,67.7,158.0,2,0.01,3.3798748439999997,4,16.6,1.29,0.1,11.1,0.62,High Polio & High Diphtheria,12.5
2604,2012,Developing,67.4,159.0,2,0.01,30.17998548,16,16.2,1.1,0.1,11.2,0.618,High Polio & High Diphtheria,12.5
2605,2011,Developing,67.2,161.0,2,0.5,2.726570602,763,15.8,0.76,0.1,11.3,0.607,High Polio & High Diphtheria,12.5
2606,2010,Developing,66.9,163.0,2,0.1,38.58376645,50,15.5,0.92,0.1,11.5,0.599,High Polio & High Diphtheria,12.4
2607,2009,Developing,66.6,165.0,2,0.09,36.199487,10,15.1,1.2,0.1,11.6,0.599,High Polio & High Diphtheria,12.1
2608,2008,Developing,66.2,168.0,2,0.06,36.69198927,0,14.7,0.74,0.1,11.7,0.5660000000000001,High Polio & High Diphtheria,11.7
2609,2007,Developing,65.8,173.0,2,0.05,11.75766897,0,14.2,0.37,0.1,11.8,0.541,Low Polio &  Low Diphtheria,11.3
2610,2006,Developing,64.9,186.0,2,0.04,28.12560496,90,13.9,0.65,0.1,11.9,0.511,High Polio & High Diphtheria,11.0
2611,2005,Developing,63.7,26.0,3,0.36,7.127144699,203,13.5,1.5,0.1,12.0,0.49200000000000005,Low Polio &  Low Diphtheria,10.6
2612,2004,Developing,62.3,229.0,3,0.38,8.415788935,41,13.2,1.31,0.1,12.0,0.484,Low Polio &  Low Diphtheria,10.2
2613,2003,Developing,61.0,25.0,3,0.44,46.3913277,94,12.9,2.48,0.1,12.1,0.485,Low Polio &  Low Diphtheria,9.8
2614,2002,Developing,62.0,261.0,3,0.48,5.649123424,0,12.6,3.89,0.1,12.1,0.475,Low Polio &  Low Diphtheria,9.8
2618,2014,Developing,59.7,285.0,13,0.01,4.877350139,577,23.7,5.25,1.0,6.6,0.475,High Polio & High Diphtheria,12.0
2619,2013,Developing,59.4,287.0,14,0.01,48.73047089,564,23.1,5.12,1.5,6.8,0.47,High Polio & High Diphtheria,12.0
2620,2012,Developing,58.9,294.0,14,0.01,41.60027954,238,22.6,5.11,1.7,7.0,0.46399999999999997,High Polio & High Diphtheria,12.0
2621,2011,Developing,58.3,34.0,14,1.44,39.08258546,187,22.0,5.21,2.6,7.1,0.457,High Polio & High Diphtheria,11.5
2622,2010,Developing,57.4,323.0,14,1.21,41.96145465,120,21.4,5.37,3.8,7.3,0.449,High Polio & High Diphtheria,11.0
2623,2009,Developing,56.7,336.0,14,1.24,77.09551224,425,2.9,6.64,4.3,7.5,0.442,High Polio & High Diphtheria,10.6
2624,2008,Developing,56.2,344.0,14,1.33,69.35924758,187,2.4,5.73,4.8,7.7,0.441,Low Polio & High Diphtheria,10.1
2625,2007,Developing,55.9,344.0,14,1.37,0.6756829390000001,8,19.8,5.55,5.1,7.9,0.44299999999999995,High Polio & High Diphtheria,10.6
2626,2006,Developing,55.7,345.0,15,1.37,6.226048785,26,19.3,5.56,5.0,8.1,0.436,High Polio & High Diphtheria,10.2
2627,2005,Developing,55.0,357.0,15,1.14,36.62174288,38,18.9,5.17,5.0,8.4,0.435,Low Polio & High Diphtheria,10.1
2628,2004,Developing,54.9,355.0,15,1.01,3.989928468,61,18.4,5.6,5.1,8.6,0.43200000000000005,High Polio & High Diphtheria,10.0
2629,2003,Developing,54.7,355.0,15,1.02,2.995959823,295,17.9,5.0,5.2,8.8,0.428,High Polio & High Diphtheria,9.9
2630,2002,Developing,54.7,351.0,15,1.0,1.995182912,363,17.5,4.7,5.3,9.0,0.428,Low Polio &  Low Diphtheria,9.7
2631,2001,Developing,54.6,345.0,14,0.95,2.0485748740000003,1833,17.1,4.29,5.3,9.2,0.426,Low Polio &  Low Diphtheria,9.4
2632,2000,Developing,54.6,339.0,14,1.1,2.02964427,3578,16.6,4.35,5.1,9.4,0.425,High Polio & High Diphtheria,9.3
2634,2014,Developing,73.3,135.0,0,0.01,565.9672172999999,0,74.8,5.18,0.1,0.1,0.716,High Polio &  Low Diphtheria,14.3
2635,2013,Developing,73.2,137.0,0,0.01,584.9449886,0,74.3,4.98,0.1,0.1,0.718,High Polio & High Diphtheria,14.3
2636,2012,Developing,73.0,138.0,0,0.01,63.80294988,0,73.8,4.51,0.1,0.1,0.7170000000000001,High Polio & High Diphtheria,14.4
2637,2011,Developing,72.9,14.0,0,0.96,7.033980828,0,73.3,4.6,0.1,0.1,0.7120000000000001,High Polio & High Diphtheria,14.4
2638,2010,Developing,72.8,142.0,0,1.24,471.83076680000005,0,72.7,4.59,0.1,0.1,0.7070000000000001,High Polio & High Diphtheria,14.4
2639,2009,Developing,72.5,147.0,0,1.08,4.7838055630000005,0,72.1,4.67,0.1,0.1,0.703,High Polio & High Diphtheria,14.5
2640,2008,Developing,72.6,145.0,0,1.1,569.6255035,0,71.5,5.13,0.1,0.1,0.698,High Polio & High Diphtheria,14.5
2641,2007,Developing,72.5,146.0,0,2.05,568.8692812999999,0,7.8,5.82,0.1,0.1,0.698,High Polio & High Diphtheria,14.5
2642,2006,Developing,72.4,148.0,0,1.79,503.5881956,0,7.1,5.61,0.1,0.1,0.695,High Polio & High Diphtheria,14.6
2643,2005,Developing,72.3,15.0,0,1.57,689.9440222999999,0,69.4,6.52,0.1,0.1,0.6940000000000001,Low Polio & High Diphtheria,14.6
2644,2004,Developing,72.2,151.0,0,1.8,423.29535089999996,0,68.6,4.87,0.1,0.1,0.693,High Polio &  Low Diphtheria,14.6
2645,2003,Developing,72.0,153.0,0,1.79,45.85105771,0,67.8,5.9,0.1,0.1,0.6829999999999999,High Polio &  Low Diphtheria,13.7
2646,2002,Developing,71.9,155.0,0,1.51,310.8203382,0,67.0,5.3,0.1,0.1,0.679,High Polio & High Diphtheria,13.5
2647,2001,Developing,71.8,157.0,0,1.35,330.1007394,4,66.2,5.66,0.1,0.1,0.674,High Polio & High Diphtheria,13.2
2648,2000,Developing,71.6,158.0,0,1.24,40.49128897,0,65.5,4.75,0.1,0.1,0.6759999999999999,High Polio & High Diphtheria,13.7
2650,2014,Developing,71.1,171.0,0,6.94,1578.872339,0,46.0,5.93,0.3,5.8,0.778,High Polio & High Diphtheria,12.7
2651,2013,Developing,71.0,172.0,0,6.71,167.2657906,0,45.0,5.98,0.3,5.8,0.773,High Polio & High Diphtheria,12.7
2652,2012,Developing,78.0,174.0,0,6.7,1486.236406,0,44.0,5.78,0.4,5.9,0.772,High Polio & High Diphtheria,12.6
2653,2011,Developing,76.0,176.0,0,6.5,144.9850711,0,43.0,5.6,0.4,5.9,0.774,High Polio &  Low Diphtheria,12.6
2654,2010,Developing,74.0,179.0,0,6.5,1389.772683,0,42.0,5.29,0.4,5.9,0.772,High Polio &  Low Diphtheria,12.5
2655,2009,Developing,71.0,183.0,0,6.37,128.0896289,0,41.1,6.47,0.2,6.0,0.773,Low Polio &  Low Diphtheria,12.5
2656,2008,Developing,69.9,185.0,0,6.41,1902.693048,0,4.2,4.4,0.3,6.1,0.767,High Polio &  Low Diphtheria,12.4
2657,2007,Developing,69.7,187.0,0,6.37,136.8836683,0,39.3,4.82,0.7,6.1,0.76,Low Polio & High Diphtheria,12.4
2658,2006,Developing,69.6,188.0,0,6.35,103.3710689,0,38.4,4.49,0.6,6.2,0.7509999999999999,High Polio & High Diphtheria,12.3
2659,2005,Developing,69.5,189.0,0,6.12,1187.949491,0,37.6,5.31,0.5,6.3,0.745,High Polio & High Diphtheria,12.3
2660,2004,Developing,69.4,19.0,0,5.82,11.85100131,0,36.8,5.22,1.0,6.3,0.736,High Polio & High Diphtheria,12.2
2661,2003,Developing,69.3,191.0,0,5.53,78.72216127,0,36.0,5.13,0.5,6.4,0.7290000000000001,High Polio & High Diphtheria,12.0
2662,2002,Developing,69.2,192.0,0,5.12,72.03911741,0,35.2,5.0,2.0,6.5,0.721,High Polio & High Diphtheria,11.9
2663,2001,Developing,69.1,194.0,0,4.55,516.7112481,0,34.4,4.4,1.2,6.6,0.715,High Polio & High Diphtheria,11.8
2664,2000,Developing,69.1,197.0,0,4.68,43.59522964,0,33.6,4.17,0.9,6.7,0.7090000000000001,Low Polio &  Low Diphtheria,11.7
2666,2014,Developing,75.1,12.0,3,1.39,604.8701316,15,6.2,7.0,0.1,6.5,0.722,High Polio & High Diphtheria,14.7
2667,2013,Developing,74.9,13.0,3,1.29,594.6453102,16,59.3,7.26,0.1,6.4,0.72,High Polio & High Diphtheria,14.7
2668,2012,Developing,74.9,13.0,3,1.3,585.8776761,48,58.3,7.18,0.1,6.4,0.7170000000000001,High Polio & High Diphtheria,14.6
2669,2011,Developing,74.8,13.0,3,1.29,623.2120325,11,57.4,7.15,0.1,6.4,0.7140000000000001,High Polio & High Diphtheria,14.5
2670,2010,Developing,74.8,12.0,3,1.28,64.85616718,1,56.5,6.54,0.1,6.3,0.71,High Polio & High Diphtheria,14.4
2671,2009,Developing,74.7,12.0,3,1.4,585.6307861,1,55.6,6.18,0.1,6.3,0.706,High Polio & High Diphtheria,14.4
2672,2008,Developing,74.7,12.0,3,1.37,53.08451654,2,54.7,5.63,0.1,6.3,0.701,High Polio & High Diphtheria,14.3
2673,2007,Developing,74.6,12.0,3,1.24,469.6282925,4,53.9,5.64,0.1,6.3,0.695,High Polio & High Diphtheria,14.3
2674,2006,Developing,74.4,12.0,3,1.46,420.1153538,3,53.1,5.64,0.1,6.3,0.6890000000000001,High Polio & High Diphtheria,14.2
2675,2005,Developing,74.2,14.0,3,1.37,379.51399449999997,15,52.2,5.57,0.1,6.4,0.6829999999999999,High Polio & High Diphtheria,13.9
2676,2004,Developing,74.0,15.0,3,1.36,379.76590539999995,1,51.4,5.63,0.1,6.4,0.6729999999999999,High Polio & High Diphtheria,13.6
2677,2003,Developing,73.7,17.0,4,1.34,321.7694175,22,5.6,5.36,0.1,6.4,0.667,High Polio & High Diphtheria,13.5
2678,2002,Developing,73.5,19.0,4,1.17,262.8184944,98,49.7,5.32,0.1,6.5,0.662,High Polio & High Diphtheria,13.3
2679,2001,Developing,73.2,11.0,4,1.19,257.2878697,231,48.9,5.29,0.1,6.5,0.654,High Polio & High Diphtheria,13.1
2680,2000,Developing,72.9,112.0,4,1.21,264.7842196,47,48.1,5.4,0.1,6.6,0.6459999999999999,High Polio & High Diphtheria,12.8
2682,2014,Developing,75.5,17.0,16,1.45,181.9083783,565,65.3,5.41,0.1,4.9,0.759,High Polio & High Diphtheria,14.5
2683,2013,Developing,75.2,19.0,17,1.41,188.14403480000001,7405,64.5,5.38,0.1,4.9,0.754,High Polio & High Diphtheria,14.4
2684,2012,Developing,74.8,112.0,19,1.54,20.75120211,349,63.7,5.24,0.1,4.9,0.75,High Polio & High Diphtheria,14.3
2685,2011,Developing,74.5,114.0,20,1.53,1275.877569,111,62.8,5.29,0.1,4.9,0.737,High Polio & High Diphtheria,13.8
2686,2010,Developing,74.2,116.0,21,1.49,32.78235828,7,61.9,5.61,0.1,4.9,0.715,High Polio & High Diphtheria,13.0
2687,2009,Developing,73.9,118.0,23,1.4,106.9482898,4,61.1,6.8,0.1,4.9,0.7090000000000001,High Polio & High Diphtheria,12.5
2688,2008,Developing,73.5,121.0,25,1.39,22.67271848,0,6.2,6.7,0.1,5.0,0.705,High Polio & High Diphtheria,12.5
2689,2007,Developing,73.2,124.0,26,1.26,115.58011029999999,3,59.3,6.4,0.1,5.0,0.6970000000000001,High Polio & High Diphtheria,12.3
2690,2006,Developing,72.8,126.0,28,1.29,103.523776,34,58.5,5.81,0.1,5.0,0.687,Low Polio &  Low Diphtheria,11.9
2691,2005,Developing,72.4,129.0,30,1.29,832.9552057999999,6200,57.6,5.45,0.1,5.0,0.6809999999999999,Low Polio &  Low Diphtheria,11.9
2692,2004,Developing,72.0,132.0,33,1.35,1.132766775,8927,56.8,5.37,0.1,5.1,0.675,High Polio & High Diphtheria,12.0
2693,2003,Developing,71.6,135.0,35,1.42,459.1113061000001,5844,55.9,5.34,0.1,5.1,0.6679999999999999,High Polio & High Diphtheria,11.9
2694,2002,Developing,71.2,138.0,38,1.47,35.55729,7823,55.1,5.36,0.1,5.2,0.6579999999999999,High Polio & High Diphtheria,11.5
2695,2001,Developing,78.0,14.0,41,1.49,256.4341746,30509,54.3,5.16,0.1,5.2,0.653,High Polio & High Diphtheria,11.1
2696,2000,Developing,74.0,143.0,44,1.54,421.2956602,16244,53.5,4.95,0.1,5.3,0.6409999999999999,High Polio & High Diphtheria,10.7
2698,2014,Developing,66.0,217.0,7,2.9,691.1333535,0,47.7,2.7,0.1,3.3,0.6829999999999999,High Polio & High Diphtheria,10.8
2699,2013,Developing,65.4,228.0,7,2.93,63.74811170000001,0,46.7,2.12,0.1,3.2,0.6779999999999999,High Polio & High Diphtheria,10.7
2700,2012,Developing,65.6,22.0,7,2.75,579.4128244,0,45.9,1.96,0.1,3.2,0.672,High Polio & High Diphtheria,10.7
2701,2011,Developing,65.6,217.0,7,2.55,490.41813260000004,0,45.0,1.98,0.1,3.2,0.665,High Polio & High Diphtheria,10.6
2702,2010,Developing,65.8,211.0,7,2.48,385.32516400000003,0,44.2,1.99,0.1,3.2,0.0,High Polio & High Diphtheria,10.6
2703,2009,Developing,65.6,215.0,6,2.35,37.88466056,0,43.4,1.88,0.1,3.2,0.0,High Polio & High Diphtheria,10.5
2704,2008,Developing,64.5,235.0,6,2.4,34.23979419,0,42.7,1.93,0.1,3.2,0.0,High Polio & High Diphtheria,10.5
2705,2007,Developing,64.1,241.0,6,2.58,0.358651421,59,42.0,2.16,0.1,3.3,0.0,High Polio & High Diphtheria,10.4
2706,2006,Developing,63.7,245.0,6,2.71,29.27235366,48,41.3,2.9,0.1,3.3,0.0,High Polio & High Diphtheria,10.4
2707,2005,Developing,63.3,248.0,6,2.85,2.19888585,0,4.7,3.51,0.1,3.4,0.0,High Polio & High Diphtheria,10.3
2708,2004,Developing,63.5,238.0,6,2.86,186.10139719999998,1,4.0,4.3,0.1,3.4,0.0,High Polio & High Diphtheria,10.3
2709,2003,Developing,63.4,231.0,7,2.88,179.61564819999998,1,39.4,3.85,0.1,3.5,0.0,High Polio & High Diphtheria,10.3
2710,2002,Developing,63.3,229.0,7,2.33,130.37848290000002,11,38.7,3.34,0.1,3.5,0.0,High Polio & High Diphtheria,10.2
2711,2001,Developing,64.0,221.0,7,2.35,106.180706,9,38.1,3.87,0.1,3.6,0.0,High Polio & High Diphtheria,10.2
2712,2000,Developing,63.8,224.0,7,2.9,88.2436347,113,37.5,3.94,0.1,3.6,0.0,High Polio & High Diphtheria,0.0
2715,2014,Developing,61.5,38.0,68,0.01,14.16770158,314,18.1,7.22,3.2,5.7,0.483,High Polio & High Diphtheria,10.0
2716,2013,Developing,67.0,325.0,71,0.01,90.76144414,7878,17.6,7.47,4.0,5.7,0.478,High Polio & High Diphtheria,10.0
2717,2012,Developing,60.0,339.0,73,0.01,92.88697859,2027,17.2,7.58,4.6,5.8,0.47700000000000004,High Polio & High Diphtheria,10.0
2718,2011,Developing,59.3,347.0,76,10.22,94.49686776,3312,16.7,9.9,6.8,5.9,0.47700000000000004,High Polio & High Diphtheria,10.7
2719,2010,Developing,58.4,362.0,79,10.03,116.202964,1313,16.3,11.2,8.0,6.0,0.473,High Polio &  Low Diphtheria,10.9
2720,2009,Developing,57.5,378.0,82,9.63,87.04534954,1601,15.9,8.43,8.1,6.1,0.46399999999999997,High Polio & High Diphtheria,10.8
2721,2008,Developing,56.3,41.0,84,9.79,72.85023656,1319,15.6,9.1,8.2,6.2,0.45299999999999996,High Polio & High Diphtheria,10.6
2722,2007,Developing,55.5,41.0,88,9.65,6.002527685,3776,15.2,9.76,8.4,6.3,0.442,Low Polio & High Diphtheria,10.3
2723,2006,Developing,54.9,41.0,93,9.81,50.83901418,5736,14.8,9.86,8.6,6.4,0.434,High Polio & High Diphtheria,10.6
2724,2005,Developing,53.2,446.0,99,10.09,44.52614001,22,14.5,9.36,8.7,6.5,0.429,Low Polio & High Diphtheria,10.9
2725,2004,Developing,51.3,485.0,104,9.89,36.60609252,141,14.2,8.9,8.9,6.6,0.42700000000000005,Low Polio & High Diphtheria,11.6
2726,2003,Developing,51.0,53.0,109,10.16,4.426792406000001,29429,13.9,7.54,9.4,6.7,0.418,Low Polio &  Low Diphtheria,11.5
2727,2002,Developing,48.8,523.0,112,10.42,2.690897842,49871,13.6,7.78,10.0,6.8,0.40399999999999997,Low Polio &  Low Diphtheria,11.0
2728,2001,Developing,47.7,539.0,115,10.57,26.97625217,48543,13.3,7.26,10.8,6.9,0.396,Low Polio &  Low Diphtheria,10.8
2729,2000,Developing,46.6,554.0,116,10.47,22.59447461,42554,13.0,6.77,11.6,7.0,0.382,Low Polio &  Low Diphtheria,9.8
2731,2014,Developing,78.0,23.0,4,8.06,5.6638493279999995,0,6.7,7.1,0.2,2.3,0.746,Low Polio &  Low Diphtheria,15.2
2732,2013,Developing,71.0,198.0,4,8.44,52.42529588,0,6.1,7.67,0.2,2.3,0.7440000000000001,High Polio & High Diphtheria,15.2
2733,2012,Developing,77.0,25.0,5,8.44,453.7830847,12746,59.6,7.47,0.2,2.4,0.7390000000000001,High Polio & High Diphtheria,15.1
2734,2011,Developing,75.0,24.0,5,8.48,415.1627705,1333,59.0,6.98,0.2,2.4,0.7340000000000001,Low Polio &  Low Diphtheria,14.9
2735,2010,Developing,69.8,212.0,5,8.39,375.6835376,39,58.5,7.81,0.2,2.4,0.728,Low Polio &  Low Diphtheria,14.9
2736,2009,Developing,69.2,231.0,5,8.71,324.54913480000005,0,58.0,7.8,0.3,2.5,0.7340000000000001,High Polio & High Diphtheria,14.9
2737,2008,Developing,67.7,273.0,5,9.46,456.45866639999997,48,57.6,6.63,0.4,2.5,0.73,High Polio &  Low Diphtheria,14.9
2738,2007,Developing,67.5,277.0,5,8.86,46.19685449,1005,57.2,6.36,0.7,2.5,0.723,High Polio & High Diphtheria,14.8
2739,2006,Developing,67.7,267.0,5,7.99,29.38172706,42724,56.8,6.39,0.8,2.6,0.716,High Polio & High Diphtheria,14.7
2740,2005,Developing,67.0,278.0,5,7.31,217.43452569999997,2392,56.4,6.41,0.9,2.7,0.7070000000000001,High Polio & High Diphtheria,14.5
2741,2004,Developing,67.4,267.0,5,6.79,180.35378590000002,146,56.1,6.61,1.0,2.7,0.7,High Polio & High Diphtheria,14.6
2742,2003,Developing,67.6,256.0,6,5.92,21.22386354,411,55.7,6.93,0.9,2.8,0.691,High Polio & High Diphtheria,14.3
2743,2002,Developing,67.6,256.0,6,4.89,115.738974,7587,55.4,6.25,0.9,2.9,0.6829999999999999,High Polio & High Diphtheria,13.9
2744,2001,Developing,67.7,253.0,6,4.31,8.897421459,16970,55.1,5.66,0.8,2.9,0.6729999999999999,High Polio & High Diphtheria,13.2
2745,2000,Developing,67.5,257.0,6,4.49,7.883791474,817,54.8,5.59,0.7,3.0,0.669,High Polio & High Diphtheria,13.3
2747,2014,Developing,76.9,77.0,1,1.91,3862.68271,344,62.4,3.64,0.1,5.2,0.8320000000000001,High Polio & High Diphtheria,13.3
2748,2013,Developing,76.7,78.0,1,1.82,377.2009132,0,6.5,3.49,0.1,5.2,0.8290000000000001,High Polio & High Diphtheria,13.3
2749,2012,Developing,76.5,8.0,1,1.75,3663.7645020000004,132,58.6,3.45,0.1,5.1,0.826,High Polio & High Diphtheria,13.3
2750,2011,Developing,76.3,81.0,1,1.73,387.774991,0,57.1,3.7,0.1,5.1,0.8240000000000001,High Polio & High Diphtheria,13.3
2751,2010,Developing,76.2,82.0,1,1.69,308.0660742,87,55.8,3.93,0.1,5.1,0.826,High Polio & High Diphtheria,13.3
2752,2009,Developing,76.0,84.0,1,1.73,292.4022672,0,55.1,4.5,0.1,5.1,0.831,High Polio & High Diphtheria,13.2
2753,2008,Developing,75.8,85.0,1,1.86,4003.9085979999995,55,54.8,2.93,0.1,5.1,0.8290000000000001,High Polio & High Diphtheria,13.1
2754,2007,Developing,75.6,87.0,1,1.69,3759.457226,0,55.1,2.57,0.1,5.1,0.826,High Polio & High Diphtheria,12.9
2755,2006,Developing,75.4,89.0,1,1.74,3749.9416170000004,0,55.8,2.33,0.1,5.1,0.823,High Polio & High Diphtheria,12.8
2756,2005,Developing,75.3,92.0,1,1.79,3427.3203320000002,29,56.6,2.32,0.1,5.1,0.818,High Polio & High Diphtheria,12.6
2757,2004,Developing,75.1,95.0,1,1.77,2972.448675,22,57.0,2.46,0.1,5.2,0.813,High Polio & High Diphtheria,12.4
2758,2003,Developing,74.9,98.0,1,1.74,277.18183319999997,42,56.8,2.65,0.1,5.2,0.8079999999999999,High Polio & High Diphtheria,12.3
2759,2002,Developing,74.7,11.0,1,1.72,2598.842827,53,56.0,2.72,0.1,5.3,0.8029999999999999,High Polio & High Diphtheria,12.1
2760,2001,Developing,74.5,14.0,1,1.67,243.75391290000002,30,55.0,2.48,0.1,5.3,0.7979999999999999,High Polio & High Diphtheria,12.0
2761,2000,Developing,74.2,17.0,1,1.64,262.9589578,69,54.1,2.38,0.1,5.4,0.7909999999999999,High Polio & High Diphtheria,11.8
2811,2014,Developing,76.8,117.0,0,6.03,463.63978210000005,0,63.4,8.58,0.1,1.5,0.7909999999999999,High Polio & High Diphtheria,15.5
2812,2013,Developing,76.8,117.0,0,5.82,482.80394450000006,0,62.9,8.68,0.1,1.5,0.7879999999999999,High Polio & High Diphtheria,15.5
2813,2012,Developing,76.5,118.0,0,5.77,339.71904930000005,0,62.3,8.74,0.1,1.5,0.784,High Polio & High Diphtheria,15.5
2814,2011,Developing,77.0,111.0,0,5.97,417.9117441,0,61.8,8.55,0.1,1.5,0.78,High Polio & High Diphtheria,15.5
2815,2010,Developing,76.3,118.0,0,6.21,2331.532804,0,61.2,8.63,0.1,1.5,0.777,High Polio & High Diphtheria,15.6
2816,2009,Developing,76.6,118.0,0,6.67,1871.736563,0,6.7,8.78,0.1,1.5,0.774,High Polio & High Diphtheria,15.5
2817,2008,Developing,76.4,119.0,1,6.76,24.73142261,0,6.1,8.17,0.1,1.6,0.77,High Polio & High Diphtheria,15.7
2818,2007,Developing,75.4,124.0,1,6.67,14.47305874,0,59.5,8.23,0.1,1.6,0.76,High Polio & High Diphtheria,15.3
2819,2006,Developing,76.2,117.0,1,6.58,1712.2255059999998,0,58.9,11.17,0.1,1.6,0.7559999999999999,High Polio & High Diphtheria,15.2
2820,2005,Developing,75.7,123.0,1,6.35,152.5448405,0,58.3,11.15,0.1,1.6,0.753,High Polio & High Diphtheria,15.5
2821,2004,Developing,75.4,122.0,1,5.66,882.3563619999999,0,57.7,11.59,0.1,1.7,0.75,High Polio & High Diphtheria,15.5
2822,2003,Developing,75.4,121.0,1,5.11,160.8400141,0,57.0,6.52,0.1,1.7,0.747,High Polio & High Diphtheria,15.0
2823,2002,Developing,75.4,124.0,1,5.86,27.46880965,0,56.3,7.18,0.1,1.7,0.746,High Polio & High Diphtheria,14.7
2824,2001,Developing,75.2,123.0,1,6.48,421.48042819999995,0,55.7,7.46,0.1,1.8,0.742,High Polio & High Diphtheria,14.2
2825,2000,Developing,75.1,131.0,1,6.65,645.9583816,0,55.0,7.82,0.1,1.8,0.738,High Polio &  Low Diphtheria,14.0
2827,2014,Developing,69.2,184.0,16,0.01,0.442802404,8,43.9,5.84,0.1,3.0,0.69,High Polio & High Diphtheria,12.1
2828,2013,Developing,69.1,185.0,17,0.01,19.1624696,0,43.0,6.32,0.1,3.0,0.6809999999999999,High Polio & High Diphtheria,12.0
2829,2012,Developing,68.8,184.0,18,0.01,16.71406295,0,42.2,6.49,0.1,3.0,0.6729999999999999,High Polio & High Diphtheria,12.0
2830,2011,Developing,68.5,183.0,19,2.83,140.6905284,476,41.4,5.65,0.1,3.0,0.664,High Polio & High Diphtheria,12.0
2831,2010,Developing,68.3,183.0,20,2.73,119.4571154,117,4.7,5.34,0.2,3.0,0.657,High Polio & High Diphtheria,11.9
2832,2009,Developing,68.0,183.0,21,2.56,92.81479759,0,4.0,6.31,0.2,3.1,0.6509999999999999,High Polio & High Diphtheria,11.8
2833,2008,Developing,67.9,184.0,22,2.36,13.89021225,2,39.3,5.92,0.3,3.1,0.644,High Polio & High Diphtheria,11.9
2834,2007,Developing,67.8,184.0,22,2.15,9.290983645,863,38.7,5.81,0.3,3.1,0.631,High Polio & High Diphtheria,11.8
2835,2006,Developing,67.6,185.0,23,1.96,77.27092119,823,38.1,5.49,0.4,3.2,0.626,High Polio & High Diphtheria,11.8
2836,2005,Developing,67.3,192.0,24,1.78,40.13342094,737,37.5,5.11,0.3,3.2,0.62,High Polio & High Diphtheria,11.7
2837,2004,Developing,67.8,183.0,24,1.59,34.41887163,75,37.0,5.11,0.3,3.2,0.613,High Polio & High Diphtheria,11.6
2838,2003,Developing,67.2,183.0,25,1.54,28.52135777,85,36.4,5.17,0.3,3.3,0.607,High Polio & High Diphtheria,11.3
2839,2002,Developing,67.1,186.0,27,1.47,24.99438738,25,35.9,5.44,0.2,3.3,0.6,High Polio & High Diphtheria,11.0
2840,2001,Developing,67.4,185.0,28,1.53,43.66385568,22,35.3,5.28,0.2,3.4,0.594,High Polio & High Diphtheria,10.7
2841,2000,Developing,67.1,189.0,30,1.6,48.50941741,80,34.8,5.29,0.1,3.4,0.0,High Polio & High Diphtheria,10.6
2843,2014,Developing,71.7,134.0,0,0.01,564.8167043,10,52.5,5.2,0.1,1.5,0.596,High Polio & High Diphtheria,10.8
2844,2013,Developing,71.6,135.0,0,0.01,447.54564500000004,0,51.7,3.92,0.1,1.5,0.591,High Polio & High Diphtheria,10.8
2845,2012,Developing,71.4,138.0,0,0.01,427.98852220000003,0,5.8,3.7,0.1,1.5,0.5920000000000001,High Polio & High Diphtheria,10.8
2846,2011,Developing,71.2,141.0,0,0.85,457.97317419999996,0,49.9,3.85,0.1,1.5,0.591,High Polio & High Diphtheria,10.8
